fuzzer,domain-name,dns-a,dns-aaaa,dns-mx,dns-ns,geoip-country,whois-created,whois-updated,ssdeep-score
Homoglyph,xn--fcebok-pta98x.com,,,,,,,,
Homoglyph,xn--facbok-kva7e.com,,,,,,,,
Homoglyph,xn--cebook-h0a75i.com,,,,,,,,
Homoglyph,xn--faebk-zra4964ca.com,,,,,,,,
Homoglyph,xn--faebok-c1a586c.com,,,,,,,,
Homoglyph,xn--fceboolc-6pc.com,,,,,,,,
Homoglyph,xn--fcebok-wta5042d.com,,,,,,,,
Homoglyph,xn--facbooik-v30d.com,,,,,,,,
Homoglyph,xn--fcebok-wta0932d.com,,,,,,,,
Homoglyph,xn--facbok-zxa067d.com,,,,,,,,
Homoglyph,xn--facek-9dca06f.com,,,,,,,,
Homoglyph,xn--facboolk-d8h.com,,,,,,,,
Homoglyph,xn--facook-d5a056d.com,,,,,,,,
Homoglyph,xn--fcebok-i0a717c.com,,,,,,,,
Homoglyph,xn--facebok-9ke35m.com,,,,,,,,
Homoglyph,xn--faceibk-fjga.com,,,,,,,,
Homoglyph,xn--fcebok-m0e31g.com,,,,,,,,
Homoglyph,xn--fcelbook-9za.com,,,,,,,,
Homoglyph,xn--facebk-fxa248c.com,,,,,,,,
Homoglyph,xn--facebk-0qfa.com,,,,,,,,
Homoglyph,xn--faceboo-9ke1476g.com,,,,,,,,
Homoglyph,xn--acebk-3taa670d.com,,,,,,,,
Homoglyph,xn--febook-i0a647c.com,,,,,,,,
Homoglyph,xn--fcbook-3ta9d.com,,,,,,,,
Homoglyph,xn--fceook-bua216a.com,,,,,,,,
Homoglyph,xn--facbk-8za1734ca.com,,,,,,,,
Homoglyph,xn--fceb00k-9m4c.com,,,,,,,,
Homoglyph,xn--faceblk-0mha.com,,,,,,,,
Homoglyph,xn--fceboo-nze65t.com,,,,,,,,
Homoglyph,xn--facbok-kva482f.com,,,,,,,,
Homoglyph,xn--fabook-c1a4n.com,,,,,,,,
Homoglyph,xn--facek-ucea04i.com,,,,,,,,
Homoglyph,xn--acebk-vhe08pa.com,,,,,,,,
Homoglyph,xn--cebook-hta332d.com,,,,,,,,
Homoglyph,xn--fcebok-bxc3549c.com,50.63.202.50,,,ns53.domaincontrol.com,United States,,,0
Homoglyph,xn--faceboik-z3a.com,,,,,,,,
Homoglyph,xn--fcbook-j4a067e.com,,,,,,,,
Homoglyph,xn--faebk-xoba874b.com,,,,,,,,
Homoglyph,xn--fcebok-pta226g.com,,,,,,,,
Homoglyph,xn--facboolc-peb.com,,,,,,,,
Homoglyph,xn--fcebk-xqa16ka.com,,,,,,,,
Homoglyph,xn--fcebk-rqa262ca.com,,,,,,,,
Homoglyph,xn--facebo-0xa1540g.com,,,,,,,,
Homoglyph,xn--fcebk-rwa609ca.com,,,,,,,,
Homoglyph,xn--facebk-f1d89ua.com,,,,,,,,
Homoglyph,xn--fcebook-ngc150a.com,,,,,,,,
Homoglyph,xn--facboolk-peb.com,,,,,,,,
Homoglyph,xn--faeibook-18a.com,,,,,,,,
Homoglyph,xn--fcebok-mqc5639c.com,,,,,,,,
Homoglyph,xn--facebo-nze3b.com,,,,,,,,
Homoglyph,xn--facbok-d5a8491d.com,,,,,,,,
Homoglyph,xn--fcebok-wc8bvo.com,,,,,,,,
Homoglyph,xn--facbok-y4a809e.com,,,,,,,,
Homoglyph,xn--fabook-qva739c.com,,,,,,,,
Homoglyph,xn--aceboolk-hxh.com,,,,,,,,
Homoglyph,xn--faceok-7wb69q.com,,,,,,,,
Homoglyph,xn--acbook-q3a72h.com,,,,,,,,
Homoglyph,xn--faceook-8ke12z.com,,,,,,,,
Homoglyph,xn--fceook-woc805b.com,,,,,,,,
Homoglyph,xn--facebk-0xa18k.com,,,,,,,,
Homoglyph,xn--facebo-nqc6497f.com,,,,,,,,
Homoglyph,xn--fceook-i0a463a.com,,,,,,,,
Homoglyph,xn--faebok-41a0602d.com,,,,,,,,
Homoglyph,xn--facbok-dva192f.com,,,,,,,,
Homoglyph,xn--facb00k-y7a.com,,,,,,,,
Homoglyph,xn--fabook-jva77j.com,,,,,,,,
Homoglyph,xn--faceblc-h5ba.com,,,,,,,,
Homoglyph,xn--fcebok-zqf0515c.com,,,,,,,,
