fuzzer,domain-name,dns-a,dns-aaaa,dns-mx,dns-ns,geoip-country,whois-created,whois-updated,ssdeep-score
Homoglyph,xn--facook-d5a071a.fr,,,,,,,,
Homoglyph,facelbooik.fr,,,,,,,,
Homoglyph,xn--facbk-dsa79ta.fr,,,,,,,,
Homoglyph,xn--fcebk-rqa151da.fr,,,,,,,,
Homoglyph,xn--fcebok-iua9i.fr,,,,,,,,
Homoglyph,xn--fabook-41a2k.fr,,,,,,,,
Homoglyph,xn--faebok-c1e00h.fr,,,,,,,,
Homoglyph,xn--faceb0k-h5b.fr,,,,,,,,
Homoglyph,xn--facedok-1mh.fr,,,,,,,,
Homoglyph,xn--facbok-dvf65v.fr,,,,,,,,
Homoglyph,faceb0olk.fr,,,,,,,,
Homoglyph,xn--facbk-jsa262ea.fr,,,,,,,,
Homoglyph,xn--acebok-h6e7826c.fr,,,,,,,,
Homoglyph,faceb0olc.fr,,,,,,,,
Homoglyph,xn--facbok-0xa3602d.fr,,,,,,,,
Homoglyph,xn--fcebk-gra6174ca.fr,,,,,,,,
Homoglyph,xn--facbok-kye6f.fr,,,,,,,,
Homoglyph,xn--acbook-cvf51c.fr,,,,,,,,
Homoglyph,xn--facebk-7wb054b.fr,,,,,,,,
Homoglyph,xn--facbok-zqf8o.fr,,,,,,,,
Homoglyph,xn--facb00k-f8a.fr,,,,,,,,
Homoglyph,xn--facebk-m0e28u.fr,,,,,,,,
Homoglyph,xn--acebok-2tb195c.fr,,,,,,,,
Homoglyph,xn--facek-gkc048ca.fr,,,,,,,,
Homoglyph,xn--fcbook-ita519c.fr,,,,,,,,
Homoglyph,xn--fcelbook-8ya.fr,,,,,,,,
Homoglyph,xn--acebok-v7f7484c.fr,,,,,,,,
Homoglyph,faceboo1k.fr,,,,,,,,
Homoglyph,xn--faceok-stf91w.fr,,,,,,,,
Homoglyph,xn--facebook-4ud.fr,,,,,,,,
Homoglyph,xn--faceok-sxc593c.fr,,,,,,,,
Homoglyph,xn--fcebok-pta7932d.fr,,,,,,,,
Homoglyph,xn--fabook-c1a8l.fr,,,,,,,,
Homoglyph,xn--facbok-kva845g.fr,,,,,,,,
Homoglyph,xn--facebk-m0e2256c.fr,,,,,,,,
Homoglyph,xn--fcelbook-nx0d.fr,,,,,,,,
Homoglyph,xn--facbok-y4a655d.fr,,,,,,,,
Homoglyph,xn--fabook-xua288d.fr,,,,,,,,
Homoglyph,xn--facebik-gx4ca.fr,,,,,,,,
Homoglyph,xn--faebk-ucea2a.fr,,,,,,,,
Homoglyph,xn--facbok-53a17t.fr,,,,,,,,
Homoglyph,xn--febook-3rb5070d.fr,,,,,,,,
Homoglyph,xn--fcbook-pta5f.fr,,,,,,,,
Homoglyph,xn--facbook-f8a417b.fr,,,,,,,,
Homoglyph,xn--faebk-zra21ua.fr,,,,,,,,
Homoglyph,xn--fcebok-bxc160b.fr,,,,,,,,
Homoglyph,xn--fceook-pta670a.fr,,,,,,,,
Homoglyph,xn--febook-woc014a.fr,,,,,,,,
Homoglyph,xn--facbk-39d75sa.fr,,,,,,,,
Homoglyph,xn--febook-3ta43a.fr,,,,,,,,
Homoglyph,xn--faeboo-c1a8130g.fr,,,,,,,,
Homoglyph,xn--fcebok-mqc312b.fr,,,,,,,,
Homoglyph,xn--facbok-0xa9v.fr,,,,,,,,
Homoglyph,xn--aebook-2tb116c.fr,,,,,,,,
Homoglyph,xn--faebok-fxa0n.fr,,,,,,,,
Homoglyph,xn--facek-xoba69q.fr,,,,,,,,
Homoglyph,xn--facelbk-5nia.fr,,,,,,,,
Homoglyph,xn--fcebok-bua0932d.fr,,,,,,,,
Homoglyph,xn--facebk-m0ea.fr,,,,,,,,
Homoglyph,xn--facebk-7wb94i.fr,,,,,,,,
Homoglyph,xn--fcebok-i0a580f.fr,,,,,,,,
Homoglyph,xn--faclbook-odb.fr,,,,,,,,
Homoglyph,xn--acebok-2tb57j.fr,,,,,,,,
